Ensembl Gene ID	Gene Symbol	Gene Synonyms	
ENSG00000119977	TCTN3	C10orf61; JBTS18; TECT3; OFD4	
ENSG00000119979	DENND10	FAM45A	
ENSG00000119986	AVPI1	VIT32; PP5395; VIP32	
ENSG00000120008	WDR11	HH14; WDR15; SRI1; DR11; BRWD2	
ENSG00000120029	ARMH3	C10orf76	
ENSG00000120049	KCNIP2	KCHIP2	
ENSG00000120051	CFAP58	CCDC147; bA127L20.5; bA554P13.1; C10orf80; SPGF49; bA127L20.4	
ENSG00000120053	GOT1	cAspAT; GIG18; AST1; cCAT; ASTQTL1	
ENSG00000120054	CPN1	SCPN; CPN	
ENSG00000120055	C10orf95	-	
ENSG00000120057	SFRP5	SARP3	
ENSG00000120063	GNA13	G13	
ENSG00000120068	HOXB8	HOX2; HOX2D; Hox-2.4	
ENSG00000120071	KANSL1	MSL1v1; hMSL1v1; CENP-36; KDVS; KIAA1267; NSL1	
ENSG00000120075	HOXB5	HHO.C10; HU-1; HOX2A; Hox2.1; HOX2	
ENSG00000120088	LINC02210-CRHR1; CRHR1	CRHR1-IT1-CRHR1; MGC57346-CRHR1; CRF1; CRHR1L; CRF-R-1; CRF-R1; CRF-R; CRHR; CRH-R1; CRFR-1; CRFR1; CRH-R-1	
ENSG00000120093	HOXB3	HOX2; Hox-2.7; HOX2G	
ENSG00000120094	HOXB1	Hox-2.9; HOX2; HOX2I; HCFP3	
ENSG00000120129	DUSP1	CL100; PTPN10; HVH1; MKP-1; MKP1	
ENSG00000120137	PANK3	-	
ENSG00000120149	MSX2	FPP; CRS2; HOX8; PFM; PFM1; MSH	
ENSG00000120156	TEK	GLC3E; VMCM1; CD202B; TIE-2; TIE2; VMCM	
ENSG00000120158	RCL1	RNAC; RPCL1	
ENSG00000120159	CAAP1	C9orf82; CAAP	
ENSG00000120160	EQTN	AFAF; C9orf11; SPACA8	
ENSG00000120162	MOB3B	MOB1D; MOBKL2B; C9orf35	
ENSG00000120210	INSL6	RIF1	
ENSG00000120211	INSL4	EPIL; PLACENTIN	
ENSG00000120215	MLANA	MART1; MART-1	
ENSG00000120217	CD274	PDL1; B7-H; B7H1; PDCD1LG1; PD-L1; PDCD1L1; hPD-L1	
ENSG00000120235	IFNA6	IFN-alphaK	
ENSG00000120242	IFNA8	IFN-alphaB	
ENSG00000120251	GRIA2	GLUR2; HBGR2; NEDLIB; GluR-K2; GLURB; GluA2; gluR-B; gluR-2	
ENSG00000120253	NUP43	p42; bA350J20.1	
ENSG00000120254	MTHFD1L	dJ292B18.2; MTC1THFS; FTHFSDC1	
ENSG00000120256	LRP11	MANSC3; bA350J20.3	
ENSG00000120262	CCDC170	bA282P11.1; C6orf97	
ENSG00000120265	PCMT1	PIMT	
ENSG00000120278	PLEKHG1	ARHGEF41	
ENSG00000120279	MYCT1	MTLC	
ENSG00000120280	TASL	CXorf21	
ENSG00000120289	MAGEB4	CT3.6	
ENSG00000120306	CYSTM1	C5orf32; ORF1-FL49	
ENSG00000120314	WDR55	-	
ENSG00000120318	ARAP3	CENTD3; DRAG1	
ENSG00000120322	PCDHB8	PCDH-BETA8; PCDH3I	
ENSG00000120324	PCDHB10	PCDH-BETA10; PCHB10	
ENSG00000120327	PCDHB14	PCDH-BETA14	
ENSG00000120328	PCDHB12	PCDH-BETA12	
ENSG00000120329	SLC25A2	ORNT2; ORC2	
ENSG00000120332	TNN	TN-W; TNW	
ENSG00000120333	MRPS14	COXPD38; MRP-S14; S14mt; HSMRPS14; DJ262D12.2	
ENSG00000120334	CENPL	C1orf155; dJ383J4.3; CENP-L	
ENSG00000120337	TNFSF18	TL6; GITRL; AITRL; TNLG2A; hGITRL	
ENSG00000120341	CRYZL2P-SEC16B; SEC16B	LZTR2; PGPR-p117; SEC16S; RGPR-p117; RGPR	
ENSG00000120370	GORAB	NTKLBP1; GO; SCYL1BP1	
ENSG00000120436	GPR31	12-HETER; HETER; HETER1	
ENSG00000120437	ACAT2	-	
ENSG00000120438	TCP1	CCTa; CCT-alpha; CCT1; D6S230E; TCP-1-alpha	
ENSG00000120440	TTLL2	NYD-TSPG; dJ366N23.3; C6orf104	
ENSG00000120451	SNX19	CHET8	
ENSG00000120457	KCNJ5	KATP1; KIR3.4; CIR; GIRK4; LQT13	
ENSG00000120458	MSANTD2	C11orf61	
ENSG00000120471	TP53AIP1	P53AIP1	
ENSG00000120498	TEX11	ZIP4; TSGA3; MZIP4; TGC1; ZIP4H; SPGFX2; Spo22	
ENSG00000120500	ARR3	ARRX; cArr; MYP26	
ENSG00000120509	PDZD11	AIPP1; PDZK11; PISP	
ENSG00000120519	SLC10A7	SSASKS; P7; C4orf13	
ENSG00000120526	NUDCD1	OVA66; CML66	
ENSG00000120533	ENY2	Sus1; DC6; e(y)2	
ENSG00000120539	MASTL	THC2; GREATWALL; GW; MAST-L; GWL	
ENSG00000120549	KIAA1217	SKT; ETL4	
ENSG00000120555	-	-	
ENSG00000120563	LYZL1	KAAG648; PRO1278; LYZD1; bA534G20.1; LYC2	
ENSG00000120586	-	-	
ENSG00000120594	PLXDC2	TEM7R	
ENSG00000120616	EPC1	Epl1	
ENSG00000120645	IQSEC3	-	
ENSG00000120647	CCDC77	-	
ENSG00000120656	TAF12	TAFII20; TAF2J	
ENSG00000120658	ENOX1	PIG38; bA64J21.1; cCNOX; CNOX	
ENSG00000120659	TNFSF11	ODF; TNLG6B; sOdf; TRANCE; hRANKL2; OPGL; CD254; RANKL; OPTB2	
ENSG00000120662	MTRF1	MTTRF1; MRF1; RF1	
ENSG00000120664	-	-	
ENSG00000120669	SOHLH2	TEB1; bHLHe81; SPATA28; SOSF2	
ENSG00000120675	DNAJC15	HSD18; MCJ; DNAJD1	
ENSG00000120685	PROSER1	C13orf23	
ENSG00000120686	UFM1	BM-002; HLD14; C13orf20	
ENSG00000120688	WBP4	FBP21	
ENSG00000120690	ELF1	EFTUD1; RIA1	
ENSG00000120693	SMAD9	MADH6; SMAD8; MADH9; PPH2; SMAD8/9; SMAD8A; SMAD8B	
ENSG00000120694	HSPH1	HSP105B; HSP105A; HSP105; NY-CO-25	
ENSG00000120696	KBTBD7	-	
ENSG00000120697	ALG5	bA421P11.2	
ENSG00000120699	EXOSC8	EAP2; p9; Rrp43p; OIP2; CIP3; PCH1C; bA421P11.3; RRP43	
ENSG00000120705	ETF1	D5S1995; SUP45L1; ERF; RF1; ERF1; TB3-1	
ENSG00000120708	TGFBI	BIGH3; CDGG1; CSD1; CSD3; CDG2; LCD1; CSD2; CDB1; EBMD; CSD	
ENSG00000120709	LOC100128966; FAM53C	C5orf6	
ENSG00000120725	SIL1	BAP; MSS; ULG5	
ENSG00000120727	PAIP2	PAIP2A; PAIP-2	
ENSG00000120729	MYOT	TTOD; LGMD1A; MFM3; TTID; LGMD1	
ENSG00000120733	KDM3B	C5orf7; DIJOS; JMJD1B; NET22; 5qNCA	
ENSG00000120738	EGR1	KROX-24; NGFI-A; TIS8; AT225; ZIF-268; ZNF225; G0S30	
ENSG00000120742	SERP1	RAMP4	
ENSG00000120756	PLS1	DFNA76	
ENSG00000120784	ZFP30	ZNF745	
ENSG00000120798	NR2C1	TR2	
ENSG00000120800	UTP20	DRIM; 1A6/DRIM	
ENSG00000120802	TMPO	LAP2; CMD1T; LEMD4; TP; PRO0868	
ENSG00000120805	ARL1	ARFL1	
ENSG00000120820	GLT8D2	-	
ENSG00000120832	MTERF2	MTERFD3; mTERFL	
ENSG00000120833	SOCS2	SOCS-2; Cish2; SSI2; STATI2; SSI-2; CIS2	
ENSG00000120837	NFYB	HAP3; NF-YB; CBF-B; CBF-A	
ENSG00000120860	WASHC3	CGI-116; CCDC53	
ENSG00000120868	APAF1	APAF-1; CED4	
ENSG00000120875	DUSP4	HVH2; MKP2; MKP-2; TYP	
ENSG00000120885	CLU	AAG4; NA1/NA2; APO-J; SP-40; CLU1; KUB1; TRPM-2; TRPM2; APOJ; CLU2; SGP-2; CLI; SGP2	
ENSG00000120889	TNFRSF10B	TRICKB; TRAIL-R2; CD262; TRAILR2; KILLER; KILLER/DR5; TRICK2A; TRICK2B; ZTNFR9; DR5; TRICK2	
ENSG00000120896	SORBS3	SCAM-1; SCAM1; SH3D4	
ENSG00000120899	PTK2B	RAFTK; CAKB; FADK2; CADTK; PKB; PTK; FAK2; PYK2	
ENSG00000120903	CHRNA2	-	
ENSG00000120907	ADRA1A	ADRA1L1; ADRA1C; ALPHA1AAR	
ENSG00000120910	PPP3CC	PP2Bgamma; CALNA3; CNA3	
ENSG00000120913	PDLIM2	MYSTIQUE; SLIM	
ENSG00000120915	EPHX2	ABHD20; SEH; CEH	
ENSG00000120925	RNF170	ADSA; SNAX1	
ENSG00000120937	NPPB	BNP; Iso-ANP	
ENSG00000120942	UBIAD1	SCCD; TERE1	
ENSG00000120948	TARDBP	ALS10; TDP-43	
ENSG00000120949	TNFRSF8	D1S166E; Ki-1; CD30	
ENSG00000120952	PRAMEF2	DJ845O24.3	
ENSG00000120963	ZNF706	PNAS-106; HSPC038; PNAS-113	
ENSG00000120992	LYPLA1	LPL-I; APT-1; LPL1; hAPT1; APT1	
ENSG00000121005	CRISPLD1	CRISP10; CRISP-10; LCRISP1	
ENSG00000121022	COPS5	MOV-34; CSN5; JAB1; SGN5	
ENSG00000121039	RDH10	SDR16C4	
ENSG00000121053	EPX	EPX-PEN; EPP; EPO; EPXD	
ENSG00000121057	AKAP1	PRKA1; AKAP121; AKAP84; D-AKAP1; PPP1R43; SAKAP84; TDRD17; AKAP149; AKAP	
ENSG00000121058	COIL	CLN80; p80-coilin	
ENSG00000121060	TRIM25	RNF147; EFP; ZNF147; Z147	
ENSG00000121064	SCPEP1	HSCP1; RISC	
ENSG00000121067	SPOP	NEDMIDF; NSDVS1; BTBD32; NEDMACE; TEF2; NSDVS2	
ENSG00000121068	TBX2	VETD	
ENSG00000121073	SLC35B1	AXER; UGTREL1	
ENSG00000121075	TBX4	PAPPAS; ICPPS; SPS	
ENSG00000121089	-	-	
ENSG00000121101	TEX14	CT113; SPGF23	
ENSG00000121104	FAM117A	-	
ENSG00000121152	NCAPH	BRRN1; MCPH23; CAPH; CAP-H	
ENSG00000121207	LRAT	LCA14	
ENSG00000121210	TMEM131L	KIAA0922	
ENSG00000121211	MND1	GAJ	
ENSG00000121236	TRIM6	RNF89	
ENSG00000121270	ABCC11	MRP8; WW; EWWD	
ENSG00000121274	TENT4B	PAPD5; TRF4-2; TUT3	
ENSG00000121281	ADCY7	AC7	
ENSG00000121289	CEP89	CEP123; CCDC123	
ENSG00000121297	TSHZ3	ZNF537; TSH3	
ENSG00000121310	ECHDC2	-	
ENSG00000121314	TAS2R8	T2R8; TRB5	
ENSG00000121316	PLBD1	-	
ENSG00000121318	TAS2R10	TRB2; T2R10	
ENSG00000121335	PRB2	PRPPRB1; cP7; IB-9; Ps	
ENSG00000121350	PYROXD1	MFM8	
ENSG00000121351	IAPP	DAP; IAP	
ENSG00000121361	KCNJ8	KIR6.1; uKATP-1	
ENSG00000121377	TAS2R7	T2R7; TRB4	
ENSG00000121380	BCL2L14	BCLG	
ENSG00000121381	TAS2R9	T2R9; TRB6	
ENSG00000121388	-	-	
ENSG00000121390	PSPC1	PSP1	
ENSG00000121406	ZNF549	-	
ENSG00000121410	A1BG	HYST2477; ABG; GAB; A1B	
ENSG00000121413	ZSCAN18	ZNF447	
ENSG00000121417	ZNF211	C2H2-25; CH2H2-25; ZNF-25	
ENSG00000121440	PDZRN3	SEMCAP3; LNX3; SEMACAP3	
ENSG00000121446	RGSL1	RGSL; RGSL2	
ENSG00000121454	LHX4	CPHD4	
ENSG00000121481	RNF2	RING2; RING1B; BAP-1; DING; HIPI3; BAP1	
ENSG00000121486	TRMT1L	C1orf25; MSTP070; TRM1L; bG120K12.3; MST070	
ENSG00000121542	SEC22A	SEC22L2	
ENSG00000121552	CSTA	PSS4; STF1; AREI; STFA	
ENSG00000121570	DPPA4	2410091M23Rik	
ENSG00000121577	POPDC2	POP2	
ENSG00000121578	B4GALT4	beta4Gal-T4; B4Gal-T4	
ENSG00000121579	NAA50	NAT13P; MAK3; NAT13; NAT5P; hNaa50p; SAN; NAT5	
ENSG00000121594	CD80	BB1; CD28LG; CD28LG1; LAB7; B7-1; B7.1; B7	
ENSG00000121621	KIF18A	PPP1R99; MS-KIF18A	
ENSG00000121634	GJA8	CZP1; CAE; CX50; CTRCT1; MP70; CAE1	
ENSG00000121644	DESI2	C1orf121; CGI-146; FAM152A; PNAS-4; DESI1; DESI; DeSI-2; PPPDE1	
ENSG00000121653	MAPK8IP1	JIP-1; PRKM8IP; JIP1; IB1	
ENSG00000121671	CRY2	HCRY2; PHLL2	
ENSG00000121680	PEX16	PBD8B; PBD8A	
ENSG00000121690	DEPDC7	TR2; dJ85M6.4	
ENSG00000121691	CAT	-	
ENSG00000121716	PILRB	FDFACT2; FDFACT1	
ENSG00000121741	ZMYM2	MYM; FIM; RAMP; SCLL; ZNF198	
ENSG00000121742	GJB6	DFNA3; CX30; DFNA3B; DFNB1B; EDH; HED; ECTD2; HED2; ED2	
ENSG00000121743	GJA3	CTRCT14; CZP3; CX46	
ENSG00000121749	TBC1D15	RAB7-GAP	
ENSG00000121753	ADGRB2	BAI2	
ENSG00000121764	HCRTR1	OX1R	
ENSG00000121766	ZCCHC17	PS1D; pNO40; HSPC251	
ENSG00000121769	FABP3	H-FABP; O-FABP; FABP11; M-FABP; MDGI	
ENSG00000121774	KHDRBS1	Sam68; p62; p68	
ENSG00000121775	TMEM39B	-	
ENSG00000121797	CCRL2	CKRX; HCR; CRAM-A; CRAM-B; ACKR5; CRAM	
ENSG00000121807	CCR2	CCR2A; CKR2A; CKR2B; CC-CKR-2; CCR2B; CKR2; CMKBR2; CD192; CCR-2; MCP-1-R	
ENSG00000121848	-	-	
ENSG00000121851	POLR3GL	RPC32HOM; flj32422	
ENSG00000121853	GHSR	GHDP	
ENSG00000121858	TNFSF10	APO2L; CD253; Apo-2L; TRAIL; TL2; TNLG6A	
ENSG00000121864	ZNF639	ANC_2H01; ANC-2H01; ZASC1	
ENSG00000121871	SLITRK3	-	
ENSG00000121879	PIK3CA	MCMTC; MCM; p110-alpha; CWS5; PI3K; CLAPO; CLOVE; MCAP; PI3K-alpha	
ENSG00000121892	PDS5A	PIG54; SCC112; SCC-112	
ENSG00000121895	TMEM156	-	
ENSG00000121897	LIAS	HUSSY-01; HGCLAS; PDHLD; LIP1; LS; LAS	
ENSG00000121898	CPXM2	UNQ676; CPX2	
ENSG00000121900	TMEM54	BCLP; CAC-1; CAC1	
ENSG00000121903	ZSCAN20	KOX29; ZFP-31; ZNF31; ZNF360	
ENSG00000121904	CSMD2	dJ947L8.1; dJ1007G16.2; dJ1007G16.1	
ENSG00000121905	HPCA	BDR2; DYT2	
ENSG00000121931	LRIF1	RIF1; HBiX1; C1orf103	
ENSG00000121933	TMIGD3	AD026	
ENSG00000121940	CLCC1	RP32; MCLC	
ENSG00000121957	GPSM2	CMCS; DFNB82; LGN; PINS	
ENSG00000121964	GTDC1	mat-Xa; Hmat-Xa	
ENSG00000121966	CXCR4	HSY3RR; FB22; HM89; LAP-3; NPYY3R; WHIM; CD184; LAP3; LESTR; WHIMS; D2S201E; NPY3R; NPYRL; LCR1; NPYR	
ENSG00000121988	ZRANB3	4933425L19Rik; AH2	
ENSG00000121989	ACVR2A	ACTRII; ACVR2	
ENSG00000122008	POLK	POLQ; DINB1; DINP	
ENSG00000122012	SV2C	-	
ENSG00000122025	FLT3	FLK-2; FLK2; CD135; STK1	
ENSG00000122026	RPL21	HYPT12; L21	
ENSG00000122033	MTIF3	IF3mt	
ENSG00000122034	GTF3A	AP2; TFIIIA	
ENSG00000122035	RASL11A	-	
ENSG00000122042	UBL3	PNSC1; HCG-1	
ENSG00000122043	-	-	
ENSG00000122068	FYTTD1	UIF	
ENSG00000122085	MTERF4	MTERFD2	
ENSG00000122121	XPNPEP2	AEACEI; APP2	
ENSG00000122122	SASH3	753P9; HACS2; SH3D6C; CXorf9; SLY	
ENSG00000122126	OCRL	LOCR; NPHL2; Dent-2; INPP5F; OCRL-1; OCRL1	
ENSG00000122133	PAEP	GdF; PEP; ZIF-1; GdS; GdA; PAEG; GD; PP14	
ENSG00000122136	OBP2A	LCN13; OBPIIa; OBP2C; OBP; hOBPIIa	
ENSG00000122140	MRPS2	MRP-S2; S2mt; CGI-91; COXPD36	
ENSG00000122145	TBX22	dJ795G23.1; CPX; ABERS; CLPA; TBXX	
ENSG00000122176	FMOD	FM; SLRR2E	
ENSG00000122180	MYOG	MYF4; bHLHc3; myf-4	
ENSG00000122188	LAX1	LAX	
ENSG00000122194	PLG	-	
ENSG00000122203	KIAA1191	p60MONOX; p33MONOX	
ENSG00000122218	COPA	alpha-COP; AILJK; HEP-COP	
ENSG00000122223	CD244	SLAMF4; NKR2B4; NAIL; 2B4; Nmrk	
ENSG00000122224	LY9	hly9; SLAMF3; mLY9; CD229	
ENSG00000122254	HS3ST2	3OST2; 30ST2	
ENSG00000122257	RBBP6	P2P-R; MY038; RBQ-1; SNAMA; PACT	
ENSG00000122299	ZC3H7A	HSPC055; ZC3H7; ZC3HDC7	
ENSG00000122304	PRM2	CT94.2	
ENSG00000122335	SERAC1	-	
ENSG00000122359	ANXA11	CAP-50; CAP50; ALS23; ANX11	
ENSG00000122367	LDB3	CMPD3; LVNC3; MFM4; LDB3Z1; ORACLE; PDLIM6; CMH24; CYPHER; LDB3Z4; CMD1C; ZASP	
ENSG00000122375	OPN4	MOP	
ENSG00000122376	SHLD2	RINN2; FAM35A; FAM35A1; bA163M19.1	
ENSG00000122378	PRXL2A	C10orf58; Adrx; FAM213A; PAMM	
ENSG00000122386	ZNF205	ZNF210; RhitH; Zfp13	
ENSG00000122390	NAA60	NatF; HAT4; NAT15; hNaa60	
ENSG00000122406	RPL5	PPP1R135; L5; MSTP030; uL18	
ENSG00000122417	ODF2L	-	
ENSG00000122420	PTGFR	FP	
ENSG00000122432	SPATA1	SP-2; SPAP1	
ENSG00000122435	TRMT13	CCDC76	
ENSG00000122477	LRRC39	-	
ENSG00000122481	RWDD3	RSUME	
ENSG00000122482	ZNF644	ZEP-2; NatF; MYP21; BM-005	
ENSG00000122483	CCDC18	NY-SAR-41	
ENSG00000122484	RPAP2	C1orf82; Rtr1	
ENSG00000122490	SLC66A2	PQLC1	
ENSG00000122497	-	-	
ENSG00000122507	BBS9	C18; D1; B1; PTHB1	
ENSG00000122512	PMS2	MLH4; MMRCS4; PMS2CL; HNPCC4; PMSL2	
ENSG00000122515	ZMIZ2	NET27; ZIMP7; hZIMP7; TRAFIP20	
ENSG00000122543	OCM	ONCM; OM; OCM1	
ENSG00000122545	SEPTIN7	CDC10; SEPT7A; NBLA02942; SEPT7; CDC3	
ENSG00000122547	EEPD1	HSPC107	
ENSG00000122548	KIAA0087	-	
ENSG00000122550	KLHL7	CISS3; KLHL6; SBBI26; PERCHING	
ENSG00000122557	HERPUD2	-	
ENSG00000122565	CBX3	HP1Hs-gamma; HP1-GAMMA; HECH	
ENSG00000122566	HNRNPA2B1	HNRPA2; RNPA2; SNRPB1; HNRNPA2; HNRNPB1; IBMPFD2; HNRPA2B1; HNRPB1	
ENSG00000122574	WIPF3	CR16	
ENSG00000122584	NXPH1	Nbla00697; NPH1	
ENSG00000122585	NPY	PYY4	
ENSG00000122591	FAM126A	DRCTNNB1A; HLD5; HYCC1; HCC	
ENSG00000122592	HOXA7	ANTP; HOX1; HOX1A; HOX1.1	
ENSG00000122641	INHBA	EDF; FRP	
ENSG00000122642	FKBP9	FKBP60; FKBP63; PPIase	
ENSG00000122643	NT5C3A	p36; PN-I; UMPH; P5N-1; cN-III; NT5C3; PSN1; UMPH1; P5'N-1; POMP; hUMP1	
ENSG00000122644	ARL4A	ARL4	
ENSG00000122674	CCZ1	CCZ1A; CGI-43; C7orf28A; H_DJ1163J12.2	
ENSG00000122678	POLM	Pol Mu; Tdt-N	
ENSG00000122679	RAMP3	-	
ENSG00000122687	MRM2	RRMJ2; FJH1; FTSJ2; HEL97; MTDPS17	
ENSG00000122691	TWIST1	BPES2; BPES3; CRS1; bHLHa38; CRS; SWCOS; TWIST; SCS; ACS3; CSO	
ENSG00000122692	SMU1	SMU-1; BWD; fSAP57	
ENSG00000122694	GLIPR2	C9orf19; GAPR-1; GAPR1	
ENSG00000122696	SLC25A51	MCART1; CG7943	
ENSG00000122705	CLTA	LCA	
ENSG00000122707	RECK	ST15	
ENSG00000122711	SPINK4	HEL136; PEC-60; PEC60	
ENSG00000122718	-	-	
ENSG00000122728	TAF1L	TAF(II)210; TAF2A2	
ENSG00000122729	ACO1	IREBP1; IREBP; ACONS; HEL60; IRP1; IREB1	
ENSG00000122733	PHF24	-	
ENSG00000122735	DNAI1	DIC1; PCD; CILD1; ICS1	
ENSG00000122741	DCAF10	WDR32	
ENSG00000122756	CNTFR	-	
ENSG00000122778	KIAA1549	RP86	
ENSG00000122779	TRIM24	TIF1; TIF1ALPHA; RNF82; PTC6; hTIF1; TF1A; TIF1A	
ENSG00000122783	CYREN	MRI; MRI-2; C7orf49	
ENSG00000122786	CALD1	H-CAD; L-CAD; LCAD; NAG22; HCAD; CDM	
ENSG00000122787	AKR1D1	CBAS2; 3o5bred; SRD5B1	
ENSG00000122824	NUDT10	DIPP3a; APS2; DIPP3-alpha	
ENSG00000122852	SFTPA1	SP-A1; SP-A1 epsilon; PSPA; SP-A1 beta; SP-A1 delta; SP-A1 gamma; PSAP; SFTPA1B; SFTP1; PSP-A; COLEC4; SPA; SPA1; SP-A	
ENSG00000122859	NEUROG3	Math4B; bHLHa7; NGN-3; ngn3; Atoh5	
ENSG00000122861	PLAU	ATF; u-PA; QPD; UPA; URK; BDPLT5	
ENSG00000122862	SRGN	PPG; PRG; PRG1	
ENSG00000122863	CHST3	C6ST; C6ST1; HSD	
ENSG00000122870	BICC1	CYSRD; BICC	
ENSG00000122872	-	-	
ENSG00000122873	CISD1	C10orf70; MDS029; ZCD1; mitoNEET	
ENSG00000122877	EGR2	CHN1; KROX20; CMT1D; AT591; CMT4E	
ENSG00000122882	ECD	GCR2; SGT1; HSGT1	
ENSG00000122884	P4HA1	P4HA	
ENSG00000122912	SLC25A16	ML7; hML7; GDA; GDC; D10S105E; HGT.1	
ENSG00000122952	ZWINT	ZWINT1; HZwint-1; KNTC2AP; SIP30	
ENSG00000122958	VPS26A	Hbeta58; HB58; PEP8A; VPS26	
ENSG00000122965	RBM19	Mrd1	
ENSG00000122966	CIT	STK21; CRIK; MCPH17; CITK	
ENSG00000122970	IFT81	CDV1R; SRTD19; CDV-1; CDV-1R; DV1; CDV1	
ENSG00000122971	ACADS	ACAD3; SCAD	
ENSG00000122986	HVCN1	HV1; VSOP	
ENSG00000123009	-	-	
ENSG00000123064	DDX54	DP97	
ENSG00000123066	MED13L	MRFACD; THRAP2; PROSIT240; TRAP240L	
ENSG00000123080	CDKN2C	p18-INK4C; INK4C; p18	
ENSG00000123091	RNF11	SID1669; CGI-123	
ENSG00000123094	RASSF8	HOJ1; C12orf2	
ENSG00000123095	BHLHE41	FNSS1; SHARP1; DEC2; BHLHB3; hDEC2	
ENSG00000123096	SSPN	NSPN; KRAG; SPN2; SPN1; DAGA5	
ENSG00000123104	ITPR2	ANHD; INSP3R2; IP3R2; CFAP48	
ENSG00000123106	CCDC91	HSD8; p56	
ENSG00000123119	NECAB1	STIP-1; EFCBP1	
ENSG00000123124	WWP1	hSDRP1; AIP5; Tiul1	
ENSG00000123130	ACOT9	ACATE2; MT-ACT48; MTACT48; CGI-16	
ENSG00000123131	PRDX4	AOE37-2; PRX-4; HEL-S-97n; AOE372	
ENSG00000123136	DDX39A	URH49; BAT1; DDXL; BAT1L; DDX39	
ENSG00000123143	PKN1	PAK-1; PKN-ALPHA; DBK; PAK1; PKN; PRK1; PRKCL1	
ENSG00000123144	TRIR	C19orf43; TERCIR; fSAP18	
ENSG00000123146	ADGRE5	CD97; TM7LN1	
ENSG00000123154	WDR83	MORG1	
ENSG00000123159	GIPC1	Hs.6454; SYNECTIN; C19orf3; IIP-1; TIP-2; SYNECTIIN; GIPC; GLUT1CBP; OPDM2; RGS19IP1; NIP; SEMCAP	
ENSG00000123165	ACTRT1	ARIP1; HSD27; ARPT1; AIP1	
ENSG00000123171	CCDC70	-	
ENSG00000123178	SPRYD7	CLLD6; C13orf1	
ENSG00000123179	EBPL	EBRP	
ENSG00000123191	ATP7B	PWD; WD; WND; WC1	
ENSG00000123200	ZC3H13	KIAA0853; Xio	
ENSG00000123201	GUCY1B2	GC-SB2	
ENSG00000123213	NLN	MEP; AGTBP; MOP; EP24.16	
ENSG00000123219	CENPK	CENP-K; FKSG14; P33; Solt; AF5alpha	
ENSG00000123240	OPTN	NRP; HYPL; GLC1E; ALS12; TFIIIA-INTP; FIP2; HIP7	
ENSG00000123243	ITIH5	PP14776; ITI-HC5	
ENSG00000123268	ATF1	EWS-ATF1; FUS/ATF-1; TREB36	
ENSG00000123297	TSFM	EFTS; EFTSMT	
ENSG00000123307	NEUROD4	MATH-3; Atoh3; MATH3; ATH3; bHLHa4; ATH-3	
ENSG00000123329	ARHGAP9	10C; RGL1	
ENSG00000123338	NCKAP1L	IMD72; HEM1	
ENSG00000123342	MMP19	MMP18; CODA; RASI-1	
ENSG00000123349	PFDN5	MM1; MM-1; PFD5	
ENSG00000123352	SPATS2	Nbla00526; P59SCR; SCR59; SPATA10	
ENSG00000123353	ORMDL2	HSPC160; MST095; adoplin-2; MSTP095	
ENSG00000123358	NR4A1	N10; NP10; NUR77; HMR; NAK-1; TR3; GFRP1; NGFIB	
ENSG00000123360	PDE1B	PDE1B1; PDES1B; HEL-S-79p	
ENSG00000123364	HOXC13	ECTD9; HOX3; HOX3G	
