Ensembl Gene ID	Gene Symbol	Gene Synonyms	
ENSG00000221177	-	-	
ENSG00000221178	-	-	
ENSG00000221179	-	-	
ENSG00000221180	-	-	
ENSG00000221181	-	-	
ENSG00000221182	-	-	
ENSG00000221183	-	-	
ENSG00000221184	-	-	
ENSG00000221185	-	-	
ENSG00000221186	-	-	
ENSG00000221187	MIR548M	MIRN548M	
ENSG00000221189	-	-	
ENSG00000221190	MIR1184-2	-	
ENSG00000221191	-	-	
ENSG00000221192	-	-	
ENSG00000221195	-	-	
ENSG00000221198	-	-	
ENSG00000221199	-	-	
ENSG00000221200	MIR1253	hsa-mir-1253; MIRN1253	
ENSG00000221201	-	-	
ENSG00000221202	-	-	
ENSG00000221203	MIR1262	hsa-mir-1262; mir-1262; MIRN1262	
ENSG00000221204	-	-	
ENSG00000221206	-	-	
ENSG00000221210	-	-	
ENSG00000221211	-	-	
ENSG00000221214	MIR548E	MIRN548E; hsa-mir-548e	
ENSG00000221216	-	-	
ENSG00000221217	-	-	
ENSG00000221218	-	-	
ENSG00000221219	-	-	
ENSG00000221220	-	-	
ENSG00000221221	-	-	
ENSG00000221222	-	-	
ENSG00000221225	-	-	
ENSG00000221226	-	-	
ENSG00000221227	MIR1305	MIRN1305; mir-1305; hsa-mir-1305	
ENSG00000221230	MIR548L	hsa-mir-548l; MIRN548L	
ENSG00000221232	-	-	
ENSG00000221233	-	-	
ENSG00000221234	-	-	
ENSG00000221235	-	-	
ENSG00000221236	-	-	
ENSG00000221237	-	-	
ENSG00000221238	MIR1285-2	hsa-mir-1285-2; MIRN1285-2	
ENSG00000221240	MIR1258	MIRN1258; mir-1258; hsa-mir-1258	
ENSG00000221241	SNORD88A	HBII-180A	
ENSG00000221244	-	-	
ENSG00000221245	-	-	
ENSG00000221246	-	-	
ENSG00000221247	-	-	
ENSG00000221249	-	-	
ENSG00000221250	-	-	
ENSG00000221251	MIR1263	MIRN1263; hsa-mir-1263	
ENSG00000221252	-	-	
ENSG00000221254	-	-	
ENSG00000221255	-	-	
ENSG00000221257	-	-	
ENSG00000221258	-	-	
ENSG00000221259	-	-	
ENSG00000221260	-	-	
ENSG00000221261	MIR1208	MIRN1208; hsa-mir-1208	
ENSG00000221262	-	-	
ENSG00000221263	MIR548P	MIRN548P; hsa-mir-548p	
ENSG00000221264	MIR1284	hsa-mir-1284; mir-1284; MIRN1284	
ENSG00000221265	MIR1255A	MIRN1255A; hsa-mir-1255a	
ENSG00000221266	-	-	
ENSG00000221267	-	-	
ENSG00000221269	MIR1302-8	MIRN1302-8; hsa-mir-1302-8	
ENSG00000221270	-	-	
ENSG00000221272	-	-	
ENSG00000221273	MIR1237	hsa-mir-1237; MIRN1237	
ENSG00000221275	MIR548I2	hsa-mir-548i-2; MIRN548I2; MIR548I-2; mir-548i-2	
ENSG00000221278	-	-	
ENSG00000221279	-	-	
ENSG00000221280	-	-	
ENSG00000221281	-	-	
ENSG00000221286	-	-	
ENSG00000221287	MIR1289-2	hsa-mir-1289-2; MIRN1289-2	
ENSG00000221288	MIR663B	MIRN663B; mir-663b	
ENSG00000221289	-	-	
ENSG00000221290	-	-	
ENSG00000221291	-	-	
ENSG00000221293	-	-	
ENSG00000221294	-	-	
ENSG00000221295	-	-	
ENSG00000221296	MIR548T	-	
ENSG00000221297	-	-	
ENSG00000221299	-	-	
ENSG00000221300	-	-	
ENSG00000221301	-	-	
ENSG00000221302	-	-	
ENSG00000221303	SNORA79	SNORA79A; ACA65	
ENSG00000221304	-	-	
ENSG00000221305	MIR548I3	MIRN548I3; mir-548i-3; MIR548I-3; hsa-mir-548i-3	
ENSG00000221307	-	-	
ENSG00000221309	-	-	
ENSG00000221310	-	-	
ENSG00000221312	-	-	
ENSG00000221313	-	-	
ENSG00000221314	-	-	
ENSG00000221316	-	-	
ENSG00000221317	-	-	
ENSG00000221318	-	-	
ENSG00000221319	-	-	
ENSG00000221320	-	-	
ENSG00000221321	-	-	
ENSG00000221322	-	-	
ENSG00000221323	-	-	
ENSG00000221324	-	-	
ENSG00000221325	MIR1200	hsa-mir-1200; MIRN1200	
ENSG00000221326	-	-	
ENSG00000221328	-	-	
ENSG00000221330	-	-	
ENSG00000221331	MIR548Q	-	
ENSG00000221332	-	-	
ENSG00000221333	MIR548K	MIRN548K	
ENSG00000221334	-	-	
ENSG00000221335	-	-	
ENSG00000221336	-	-	
ENSG00000221337	-	-	
ENSG00000221338	-	-	
ENSG00000221340	-	-	
ENSG00000221343	-	-	
ENSG00000221344	-	-	
ENSG00000221345	-	-	
ENSG00000221346	-	-	
ENSG00000221347	-	-	
ENSG00000221348	MIR548F5	hsa-mir-548f-5; MIR548F-5; MIRN548F5	
ENSG00000221351	-	-	
ENSG00000221352	-	-	
ENSG00000221354	-	-	
ENSG00000221355	MIR1288	MIRN1288; hsa-mir-1288	
ENSG00000221356	-	-	
ENSG00000221357	-	-	
ENSG00000221358	-	-	
ENSG00000221359	-	-	
ENSG00000221362	-	-	
ENSG00000221363	-	-	
ENSG00000221365	MIR1228	hsa-mir-1228; MIRN1228; mir-1228	
ENSG00000221366	-	-	
ENSG00000221369	MIR548G	MIRN548G; hsa-mir-548g	
ENSG00000221371	MIR1265	hsa-mir-1265; MIRN1265	
ENSG00000221372	-	-	
ENSG00000221373	-	-	
ENSG00000221374	-	-	
ENSG00000221375	-	-	
ENSG00000221376	-	-	
ENSG00000221377	-	-	
ENSG00000221378	-	-	
ENSG00000221379	-	-	
ENSG00000221380	-	-	
ENSG00000221381	-	-	
ENSG00000221382	-	-	
ENSG00000221383	-	-	
ENSG00000221384	-	-	
ENSG00000221385	-	-	
ENSG00000221386	-	-	
ENSG00000221387	-	-	
ENSG00000221388	-	-	
ENSG00000221389	-	-	
ENSG00000221390	MIR1295A	hsa-mir-1295; mir-1295a; hsa-mir-1295a; MIR1295; MIRN1295	
ENSG00000221391	-	-	
ENSG00000221392	-	-	
ENSG00000221393	MIR1302-6	hsa-mir-1302-6; MIRN1302-6	
ENSG00000221394	MIR1229	MIRN1229; hsa-mir-1229	
ENSG00000221395	-	-	
ENSG00000221396	-	-	
ENSG00000221398	-	-	
ENSG00000221400	SNORD3J	-	
ENSG00000221401	-	-	
ENSG00000221402	-	-	
ENSG00000221403	-	-	
ENSG00000221405	-	-	
ENSG00000221406	-	-	
ENSG00000221407	-	-	
ENSG00000221409	-	-	
ENSG00000221410	MIR1238	hsa-mir-1238; MIRN1238	
ENSG00000221411	MIR1227	MIRN1227; hsa-mir-1227; mir-1227	
ENSG00000221412	-	-	
ENSG00000221413	-	-	
ENSG00000221415	-	-	
ENSG00000221416	-	-	
ENSG00000221417	-	-	
ENSG00000221418	-	-	
ENSG00000221419	-	-	
ENSG00000221420	SNORA81	HBI-61	
ENSG00000221421	MIR1283-1	MIRN1283-1; mir-1283-1; hsa-mir-1283-1	
ENSG00000221423	-	-	
ENSG00000221424	-	-	
ENSG00000221425	-	-	
ENSG00000221427	-	-	
ENSG00000221428	-	-	
ENSG00000221429	-	-	
ENSG00000221430	MIR1294	hsa-mir-1294; MIRN1294; mir-1294	
ENSG00000221431	-	-	
ENSG00000221432	-	-	
ENSG00000221434	-	-	
ENSG00000221436	MIR548F3	MIRN548F3; MIR548F-3; hsa-mir-548f-3	
ENSG00000221437	-	-	
ENSG00000221438	-	-	
ENSG00000221439	-	-	
ENSG00000221440	-	-	
ENSG00000221442	MIR548F4	MIR548F-4; MIRN548F4; hsa-mir-548f-4	
ENSG00000221443	-	-	
ENSG00000221444	-	-	
ENSG00000221445	MIR1301	MIRN1301; mir-1301; hsa-mir-1301	
ENSG00000221446	-	-	
ENSG00000221447	-	-	
ENSG00000221448	-	-	
ENSG00000221449	-	-	
ENSG00000221450	-	-	
ENSG00000221451	-	-	
ENSG00000221454	-	-	
ENSG00000221455	-	-	
